"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000189339",1751.0672425259,0.877810539396576,0.0570548914995842,15.3853686568307,2.05204402315891e-53,3.80415406456805e-52,"SLC35E2B","728661"
"ENSG00000008128",12.8597280624561,0.403593300200674,0.503910006803862,0.80092336875891,0.423176010530149,0.538348557893253,"CDK11A","728642"
"ENSG00000215790",44.3703655663435,1.2688873516645,0.282260898446788,4.49544148214248,6.94257499390104e-06,2.04516630541902e-05,NA,NA
"ENSG00000008130",954.970824752761,0.0147195890452505,0.0662523349222586,0.222174645807166,0.824177930605604,0.880772557556768,"NADK","65220"
"ENSG00000078369",9946.04557263681,0.0443202370772381,0.0382760451248687,1.15791056606427,0.246900535186803,0.346620316973053,"GNB1","2782"
"ENSG00000169885",1.40907649268242,1.66715894575287,1.60706317782534,1.03739477623328,0.299551911837172,0.405287439333171,"CALML6","163688"
"ENSG00000178821",2.56465587233207,-0.513052496947038,1.08917977836726,-0.47104482394645,0.637608725807482,0.733679642530882,"TMEM52","339456"
"ENSG00000067606",34.0074868626391,0.562193553313646,0.323167440358832,1.73963550501687,0.0819230407108996,0.133353409984232,"PRKCZ","5590"
"ENSG00000162585",655.211397296099,0.241138701737687,0.0757411327894102,3.18372188079291,0.00145394635034489,0.00326292472994091,"FAAP20","199990"
"ENSG00000157933",1780.14596929959,-0.709301608936321,0.058016505670149,-12.2258588438441,2.26178523127234e-34,2.60423365144466e-33,"SKI","6497"
"ENSG00000116151",45.9442404288924,0.0890753613167609,0.276601711016991,0.322034744431821,0.747426373165123,0.822487111752974,"MORN1","79906"
"ENSG00000157916",2153.5090858002,0.0751255688325903,0.052226690471918,1.43845164519825,0.150305948045844,0.22717762919697,"RER1","11079"
"ENSG00000157911",207.794701124024,-0.246534601071723,0.12913844575228,-1.90907207869481,0.0562527940519515,0.0953154378866016,"PEX10","5192"
"ENSG00000149527",30.2467084107542,-0.54672312786365,0.323492500967128,-1.69006430204453,0.0910156534563745,0.146057132038333,"PLCH2","9651"
"ENSG00000157881",435.476343889853,-0.0980653785974381,0.0905104466725349,-1.08347027556097,0.278599737549802,0.382060382619241,"PANK4","55229"
"ENSG00000157873",24.332380919207,1.21815690773185,0.38109980575866,3.19642489795251,0.00139142043934683,0.00313080220383109,"TNFRSF14","8764"
"ENSG00000157870",391.29276401127,-1.33327287068436,0.0986171405065484,-13.5196869817557,1.19683956268961e-41,1.70096639102406e-40,"PRXL2B","127281"
"ENSG00000142606",0.280742050920118,-0.175814047476726,3.18170420608947,-0.055257822880026,0.955933063263127,NA,"MMEL1","79258"
"ENSG00000215912",2.46654945097095,1.20618616054047,1.18945704921394,1.01406449382732,0.310551978992377,0.418097658389482,"TTC34","100287898"
"ENSG00000142611",4.06379450073457,0.35828834691658,0.904731455643581,0.396016237394676,0.692093049710964,0.778725822148049,"PRDM16","63976"
"ENSG00000130762",0.793807598119251,1.75431441470358,2.01651826963796,0.869971991386196,0.384315710789358,0.498332302095157,"ARHGEF16","27237"
"ENSG00000162591",120.624795073974,0.276917665332409,0.164049820580981,1.68800955924065,0.0914093939550881,0.146625124957563,"MEGF6","1953"
"ENSG00000158109",1837.24896959111,0.321299645993767,0.0532118950718565,6.03811695786984,1.5592303844627e-09,6.22425173516014e-09,"TPRG1L","127262"
"ENSG00000116213",196.349812421993,0.139171501404475,0.135733801710194,1.02532677675691,0.305209025373194,0.411807252215521,"WRAP73","49856"
"ENSG00000078900",1.06285907626091,-1.29217095148451,1.83964000191964,-0.702404247644185,0.482427097083291,0.595278847690351,"TP73","7161"
"ENSG00000162592",0.612206756137193,-1.45443083823444,2.42702599589594,-0.599264631155107,0.548996429572691,0.657172626627869,"CCDC27","148870"
"ENSG00000235169",8.00720108324259,-0.452339664822847,0.620940911396904,-0.728474572250745,0.466323128653702,0.580363981599245,"SMIM1","388588"
"ENSG00000130764",650.050345559859,-0.461561558317942,0.0765528461352006,-6.02931937374053,1.64651623420126e-09,6.56001485725864e-09,"LRRC47","57470"
"ENSG00000116198",868.398768437544,0.369187995290533,0.0696311370014673,5.30205323636685,1.1450743611038e-07,3.96711470003473e-07,"CEP104","9731"
"ENSG00000169598",99.4645610854156,-0.332394430413981,0.179407543734623,-1.85273385664125,0.063920514761946,0.106664464058148,"DFFB","1677"
"ENSG00000198912",274.59719900775,-0.0792810784305063,0.109492557762847,-0.724077325896644,0.469018263950408,0.582898369678415,"C1orf174","339448"
"ENSG00000196581",2.51926689723939,-0.10207320756612,1.16098430901527,-0.0879195410080066,0.929940625267293,0.9526284100361,"AJAP1","55966"
"ENSG00000131697",226.184495605739,0.786511845527956,0.127881527258135,6.15031633099238,7.73285609390301e-10,3.14999538728421e-09,"NPHP4","261734"
"ENSG00000069424",137.964257926444,0.330236441806728,0.159723560373329,2.06754996592145,0.038682361109189,0.0678529681060733,"KCNAB2","8514"
"ENSG00000116254",4.87851054000781,1.29095570136202,0.832290364255747,1.55108812597683,0.120880566353493,0.187629045488971,"CHD5","26038"
"ENSG00000116251",3157.32757952669,-0.0522626741366114,0.0486267563682959,-1.07477195766004,0.282476838265282,0.386540641776648,"RPL22","6146"
"ENSG00000158286",16.6793288692637,-0.928163910622395,0.446358637365825,-2.07941290460947,0.0375794154126126,0.0661465931387894,"RNF207","388591"
"ENSG00000116237",2331.28583130502,-0.38517494740381,0.0484036998365004,-7.95755177196923,1.75476706716781e-15,9.87844042624874e-15,"ICMT","23463"
"ENSG00000158292",186.514804596562,0.00952384719215461,0.13321629566453,0.0714916080247263,0.943006503295601,0.960803999002459,"GPR153","387509"
"ENSG00000097021",1264.85337440718,-0.36176101173585,0.0633573712062108,-5.70984882814056,1.13076567592566e-08,4.25241758912795e-08,"ACOT7","11332"
"ENSG00000069812",3.15810817128513,2.95472164660346,1.29792491777337,2.2764965878553,0.0228163045971854,0.0419494382676296,"HES2","54626"
"ENSG00000187017",0.634513129677028,1.26926854167997,2.26453917970988,0.560497496820781,0.575140146586027,0.681493445922565,"ESPN","83715"
"ENSG00000215788",53.392055126377,1.21642916910153,0.254308220318366,4.78328686181944,1.72451738456002e-06,5.39044267521647e-06,"TNFRSF25","8718"
"ENSG00000171680",427.118705593219,0.840544674617318,0.0963104554932586,8.72744989432796,2.60479197019536e-18,1.66910539377127e-17,"PLEKHG5","57449"
"ENSG00000162408",364.085764021207,-0.647970481290698,0.102971041480056,-6.29274475597296,3.11900979037388e-10,1.31037532185092e-09,"NOL9","79707"
"ENSG00000173662",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"TAS1R1","80835"
"ENSG00000204859",120.908623879486,0.264363509909217,0.17101129352658,1.54588334172285,0.122132744362876,0.189313460919233,"ZBTB48","3104"
"ENSG00000162413",2066.29846562912,0.782090893797726,0.0629049717192935,12.4328947684409,1.7324509481104e-35,2.06076368629952e-34,"KLHL21","9903"
"ENSG00000116273",483.096239817907,-0.0838051139411854,0.0940473119748186,-0.891095260262455,0.372878067476719,0.486356972236764,"PHF13","148479"
"ENSG00000041988",128.326371358964,-0.430757756205682,0.15829006069642,-2.7213190411988,0.00650219738112404,0.013234274962437,"THAP3","90326"
"ENSG00000007923",671.879434225984,-0.564530297789245,0.0752089154900194,-7.5061619239033,6.08860986481337e-14,3.18770629440922e-13,"DNAJC11","55735"
"ENSG00000171735",303.848948894719,-0.086896371384272,0.107186924529571,-0.81069936249826,0.417538339544076,0.532924573326456,"CAMTA1","23261"
"ENSG00000049245",1972.24810613789,-0.672795172551313,0.0520423566364007,-12.9278383231541,3.13509945195843e-38,4.02133122044938e-37,"VAMP3","9341"
"ENSG00000049246",147.3350024356,-0.205540232813071,0.158399219100517,-1.29760887698972,0.194421770209691,0.283870422959226,"PER3","8863"
"ENSG00000049247",0.322359981448618,-0.175813577071158,3.03719917979223,-0.057886745868009,0.953838840683754,NA,"UTS2","10911"
"ENSG00000049249",2.47064777156683,-2.11201292882399,1.27015503095415,-1.66279932555748,0.0963526116989328,0.153784361188962,"TNFRSF9","3604"
"ENSG00000116288",2258.1923049478,-0.337643069158937,0.0495260522092666,-6.81748401290427,9.26487105679632e-12,4.29253912716329e-11,"PARK7","11315"
"ENSG00000116285",2398.97446233045,-0.978812953449166,0.138405725453304,-7.07205536652023,1.5265548460843e-12,7.39105299658029e-12,"ERRFI1","54206"
"ENSG00000162426",66.1455851799461,-0.0885200519331997,0.218918491701012,-0.404351643597545,0.685954154011255,0.774312098529285,"SLC45A1","50651"
"ENSG00000142599",1448.30090895099,-0.728832876545202,0.0608942360765158,-11.9688319207978,5.17520616551201e-33,5.68770980367756e-32,"RERE","473"
"ENSG00000074800",18390.4756149844,-1.33893117834408,0.0358590275896002,-37.3387475440744,3.86082291079997e-305,2.37086700247375e-302,"ENO1","2023"
"ENSG00000131686",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"CA6","765"
"ENSG00000142583",0.795996933916045,1.65816531767008,2.09096097285735,0.7930159095242,0.427768553593206,0.543206353856339,"SLC2A5","6518"
"ENSG00000180758",131.906748861367,-0.909413829377722,0.158163616948431,-5.74982949254527,8.93334953400739e-09,3.37935588891686e-08,"GPR157","80045"
"ENSG00000049239",1601.45954658721,-0.444676869370201,0.0545653741600521,-8.14943315637986,3.65634068508686e-16,2.12405002037091e-15,"H6PD","9563"
"ENSG00000171621",607.0715212426,0.246110337968822,0.0810677536430918,3.03585984449927,0.0023985082774008,0.00523072136613392,"SPSB1","80176"
"ENSG00000171612",169.912453924335,0.0838130139136342,0.144325337342757,0.580722799314076,0.561427293131474,0.668469497994156,"SLC25A33","84275"
"ENSG00000188807",341.694439198546,0.112623707100637,0.103721283352245,1.0858302506551,0.277554100143843,0.380945457992174,"TMEM201","199953"
"ENSG00000171608",587.285654132433,-0.631337041044271,0.0889004653943621,-7.10161682780469,1.2330571063997e-12,6.00158376291902e-12,"PIK3CD","5293"
"ENSG00000171603",4150.80399431927,-0.120192281360148,0.0425908497423143,-2.82202121083149,0.00477220208596714,0.00994242498487188,"CLSTN1","22883"
"ENSG00000178585",367.372092143342,-0.216351827781729,0.0978413063406631,-2.21125244412045,0.0270183605264028,0.048978671271602,"CTNNBIP1","56998"
"ENSG00000162441",292.967656286429,-0.972540270466732,0.109782576743528,-8.85878524001821,8.08910326430826e-19,5.29854239597223e-18,"LZIC","84328"
"ENSG00000173614",221.895316976591,-0.2957367283828,0.121437170993163,-2.43530647135587,0.0148791815021236,0.0284569656083958,"NMNAT1","64802"
"ENSG00000162444",0.335628953094802,1.76002405826953,2.9420047563452,0.598239705246425,0.549680001677814,NA,"RBP7","116362"
"ENSG00000130939",2003.76871125387,0.737284394392622,0.0522784645613035,14.1030231201235,3.63842901569786e-45,5.60325672239864e-44,"UBE4B","10277"
"ENSG00000054523",1698.73379437079,-0.199776858698181,0.0601957605583695,-3.31878618768285,0.000904096260145843,0.0020907846668805,"KIF1B","23095"
"ENSG00000142657",3988.34288412843,0.123940918678976,0.0453004910835337,2.73597295999352,0.00621961365243601,0.0126959371204435,"PGD","5226"
"ENSG00000251503",2.62968228585215,0.208091344564273,1.06169564302149,0.195999056727843,0.844610904300688,0.894951147284746,"CENPS-CORT","100526739"
"ENSG00000175279",15.1411484580662,-0.000460007617637478,0.450672714606656,-0.00102071326425646,0.99918558878686,0.99938901985346,"CENPS","378708"
"ENSG00000241563",2.83610942310219,-0.336471751099386,1.02984221113093,-0.326721654504612,0.743878420395737,0.819691806884745,"CORT","1325"
"ENSG00000160049",909.431158299505,-0.199097359011089,0.0713596712298252,-2.7900543203158,0.00526991990879972,0.0108946667998163,"DFFA","1676"
"ENSG00000142655",301.444744039201,-0.203866048675627,0.109802695712333,-1.85665795682946,0.0633598326429603,0.105896712802444,"PEX14","5195"
"ENSG00000130940",4.15740417674339,-0.976775926017451,0.891322406776995,-1.09587273762078,0.273134471197516,0.375824464243207,"CASZ1","54897"
"ENSG00000120948",1216.48413987918,-0.27492632756238,0.0595649563030484,-4.61557171575243,3.92014637606495e-06,1.18537376467881e-05,"TARDBP","23435"
"ENSG00000277726",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,NA,NA
"ENSG00000009724",15.536404218195,-0.410607034573321,0.446495178874898,-0.919622549134776,0.357770038956198,0.470283163943672,"MASP2","10747"
"ENSG00000116649",2058.93095814472,-1.26360906970571,0.0543785212954526,-23.2372826550431,1.91282396412387e-119,1.08846330437288e-117,"SRM","6723"
"ENSG00000171824",817.373897377406,-0.164050061150334,0.0730072388258213,-2.24703829084292,0.0246375800882051,0.0450395255941413,"EXOSC10","5394"
"ENSG00000198793",1657.59550594203,-0.0149372943453104,0.0541494336871367,-0.275853196020752,0.782660823691437,0.848900148628525,"MTOR","2475"
"ENSG00000171819",0.633640327047847,-1.58849331435093,2.265873386038,-0.701051225606431,0.483271047391699,0.595802516018194,"ANGPTL7","10218"
"ENSG00000120942",259.092435417049,-0.329131544987386,0.114674768147586,-2.87013045942065,0.00410302476712791,0.00863369203568406,"UBIAD1","29914"
"ENSG00000204624",2.65819514122545,1.93152758932422,1.23066877402375,1.56949427018365,0.116532813534792,0.181722633147367,"DISP3","57540"
"ENSG00000116661",46.1780785986074,1.16924987815296,0.269532137928632,4.33807221334978,1.43737931370252e-05,4.08486238437095e-05,"FBXO2","26232"
"ENSG00000132879",215.991808974041,-0.0309694525376582,0.127314016139073,-0.243252498639491,0.807809799884309,0.867305371216941,"FBXO44","93611"
"ENSG00000116663",65.1191621613431,-0.231679116493419,0.221335192060693,-1.04673420587309,0.295222182887829,0.400790763762051,"FBXO6","26270"
"ENSG00000116670",303.585942678025,-0.317778352203058,0.10979982712032,-2.89416076998766,0.00380173453639177,0.00804912564248555,"MAD2L2","10459"
"ENSG00000162490",12.974640930305,3.04770708206716,0.655648990796238,4.64838217529466,3.3454863244688e-06,1.01976788934894e-05,"DRAXIN","374946"
"ENSG00000177674",420.234513406688,0.535065201707543,0.097902483990768,5.46528729299655,4.62157676061706e-08,1.65684257596629e-07,"AGTRAP","57085"
"ENSG00000177000",285.501117306741,0.292840334621664,0.109822673616959,2.66648338614516,0.00766493948067518,0.0153967395483428,"MTHFR","4524"
"ENSG00000011021",368.754725254034,0.707741258741224,0.101384572246982,6.98075893654812,2.93589704134679e-12,1.40075269004108e-11,"CLCN6","1185"
"ENSG00000175206",0.765458639236935,2.9803657780798,2.05602872071248,1.4495740006234,0.147177350581706,0.223158414904649,"NPPA","4878"
"ENSG00000120937",1.24540004274696,1.09584693799401,1.78346284299224,0.614448987429103,0.538918672851778,0.648956891942929,"NPPB","4879"
"ENSG00000116685",1363.89085730184,0.0856483540011245,0.0623836621819272,1.37292924149517,0.169774345006047,0.252187581037849,"KIAA2013","90231"
"ENSG00000083444",10160.1427997413,0.0864413026703109,0.0408905509285844,2.11396766997053,0.034518028729091,0.0612259847646339,"PLOD1","5351"
"ENSG00000116688",2352.37990165954,-0.232692535028661,0.0509958657895917,-4.56296861374503,5.04353568376591e-06,1.50804684332201e-05,"MFN2","9927"
"ENSG00000116691",142.034439404488,-0.626692738136087,0.155598121638429,-4.02763691191827,5.63402602567471e-05,0.000150451667994916,"MIIP","60672"
"ENSG00000120949",2.87800909922136,-1.85157049352641,1.12067334179762,-1.65219464447722,0.0984948778590815,0.156931622690502,"TNFRSF8","943"
"ENSG00000028137",284.51883113806,-0.691579199712801,0.1130954891378,-6.11500250792631,9.65554450942392e-10,3.90728761614195e-09,"TNFRSF1B","7133"
"ENSG00000048707",1177.42898261781,0.3155317412083,0.075306317178871,4.18997705675653,2.78982661548981e-05,7.6824485536414e-05,"VPS13D","55187"
"ENSG00000162496",239.359926567298,1.49168299077945,0.126037747481496,11.8352082656702,2.56705520293867e-32,2.74551956320102e-31,"DHRS3","9249"
"ENSG00000179172",1.21308277816865,-1.51845232839942,1.69389517372263,-0.896426385738119,0.370025080295064,0.483288694912145,"HNRNPCL1","343069"
"ENSG00000120952",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PRAMEF2","65122"
"ENSG00000277058",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"HNRNPCL3","649330"
"ENSG00000275774",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"HNRNPCL2","440563"
"ENSG00000179412",1.42945348458236,-0.228839133993086,1.50624541816113,-0.151926858155997,0.879244624438969,0.91767102291442,"HNRNPCL4","101060301"
"ENSG00000162493",46.3376286808845,0.859990244259692,0.27230323381993,3.1582079734991,0.00158742264726264,0.00354207948150746,"PDPN","10630"
"ENSG00000116731",500.380369836304,-0.397461588444771,0.0857637581757239,-4.63437700141825,3.58014022557744e-06,1.08814408423511e-05,"PRDM2","7799"
"ENSG00000189337",242.360447435594,-0.61680009817532,0.120164471533223,-5.1329655954488,2.85212058398828e-07,9.59473936699823e-07,"KAZN","23254"
"ENSG00000171729",518.629349291039,1.29355664555549,0.0979461824287734,13.2068102449645,8.01494536748013e-40,1.07483407484915e-38,"TMEM51","55092"
"ENSG00000142621",0.805101657684502,0.388071418546277,1.99047313451869,0.194964409122817,0.845420810323722,0.895287620894325,"FHAD1","114827"
"ENSG00000142634",1068.14842431117,-1.26513375586565,0.0645177325179356,-19.6090858511487,1.29335626530331e-85,4.48505520895062e-84,"EFHD2","79180"
"ENSG00000162438",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CTRC","11330"
"ENSG00000132906",94.9223313065353,0.228560363304665,0.183331445983949,1.24670572513062,0.212505418829854,0.305879955338841,"CASP9","842"
"ENSG00000116138",690.838087073522,0.576561802768459,0.0758138132935991,7.60497035725729,2.84969202492175e-14,1.51346886714583e-13,"DNAJC16","23341"
"ENSG00000116771",13.0920426990711,0.242270424308613,0.488257592869099,0.496193869479805,0.619757635881051,0.719325008273116,"AGMAT","79814"
"ENSG00000197312",629.759400075765,0.971457140162073,0.0799150799382556,12.1561179806445,5.32285956331962e-34,6.04378306966136e-33,"DDI2","84301"
"ENSG00000116786",1641.39742983243,0.237711723862431,0.054840556585657,4.3345972153135,1.46027246067329e-05,4.14592477854033e-05,"PLEKHM2","23207"
"ENSG00000162461",2.30616775618368,1.15470264242033,1.22305603015711,0.944112627670873,0.345112097080163,0.456658474301261,"SLC25A34","284723"
"ENSG00000162458",2879.63997052123,-0.103533772771603,0.0449561726889814,-2.3029934840734,0.0212792097103882,0.0393788288186466,"FBLIM1","54751"
"ENSG00000233954",121.953128805443,-0.0515524904105111,0.168228564012547,-0.306443146044249,0.759267261624514,0.831419934751622,"UQCRHL","440567"
"ENSG00000065526",957.239667690687,-0.122588415141517,0.0744618295669071,-1.64632558526333,0.0996967446457717,0.158573968438522,"SPEN","23013"
"ENSG00000116809",428.303791082262,0.0976348900993334,0.0935396304695822,1.04378101141936,0.296586718823446,0.402087670133377,"ZBTB17","7709"
"ENSG00000173641",36.4061210182215,-1.62638878152995,0.319779772444097,-5.08596516002046,3.65761197409939e-07,1.22124796724687e-06,"HSPB7","27129"
"ENSG00000186510",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CLCNKA","1187"
"ENSG00000184908",0.56087316491117,-2.67490235690705,2.44626168783249,-1.09346533537757,0.274189540869212,0.376994631339719,"CLCNKB","1188"
"ENSG00000185519",11.0368348263553,-0.190981150662635,0.541817495598114,-0.352482435901798,0.724476488453606,0.804864653009893,"FAM131C","348487"
"ENSG00000142627",2309.84676794303,0.48060209302863,0.0497135129821547,9.66743374585393,4.14644981644188e-22,3.19447869287613e-21,"EPHA2","1969"
"ENSG00000142632",111.760276673965,0.0524303639795619,0.168115851835067,0.31187043581708,0.755138991492575,0.828191580340643,"ARHGEF19","128272"
"ENSG00000132881",73.6352610940121,0.471351298339624,0.209273412514442,2.25232289508873,0.0243018743487934,0.044475477977464,"CPLANE2","79363"
"ENSG00000037637",491.742331229767,0.0242224040195948,0.0887052523864881,0.273066175541196,0.784802346963616,0.850224303467313,"FBXO42","54455"
"ENSG00000055070",3284.51932805167,0.592228253275338,0.0464185336583729,12.7584438068201,2.79733690996168e-37,3.48496630422783e-36,"SZRD1","26099"
"ENSG00000187144",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SPATA21","374955"
"ENSG00000157191",1371.8429317135,-0.0664601909144268,0.0564172826362824,-1.17801120168956,0.238792140535295,0.336873606509925,"NECAP2","55707"
"ENSG00000219481",358.542842563789,-0.175917975480585,0.0973541204768016,-1.8069905476934,0.0707637530117786,0.116999967911882,"NBPF1","55672"
"ENSG00000058453",290.439020778139,0.501376704979925,0.113945170584912,4.40015757057731,1.0817230140458e-05,3.12107160943755e-05,"CROCC","9696"
"ENSG00000117122",320.522080524668,1.95177396670927,0.117024096875586,16.6783937566662,1.88211845095349e-62,4.24138558565022e-61,"MFAP2","4237"
"ENSG00000159363",855.936179460548,0.225799161860039,0.0700821459151702,3.22192134546443,0.00127334085501326,0.00288271851323894,"ATP13A2","23400"
"ENSG00000117118",694.444991253429,-0.842675554609336,0.0758339285913796,-11.1121178905286,1.09530434565735e-28,1.04280332340426e-27,"SDHB","6390"
"ENSG00000142623",1.9392474664235,-1.68177096227913,1.35144234669289,-1.24442671668132,0.213342555127629,0.306905083208491,"PADI1","29943"
"ENSG00000179051",1876.89672122939,0.75021816077003,0.0539812549779629,13.897753230752,6.53610283993427e-44,9.76968394066444e-43,"RCC2","55920"
"ENSG00000074964",234.045132513187,-0.534897217593291,0.12075082489684,-4.4297603602316,9.43378581560347e-06,2.74068865267818e-05,"ARHGEF10L","55160"
"ENSG00000117148",0.485425494455014,-0.999060934654243,2.50235133124642,-0.399248867326959,0.689709839316664,NA,"ACTL8","81569"
"ENSG00000159423",214.304092213007,0.339568373104159,0.12513790217338,2.71355334560174,0.00665658497284433,0.0135186370855422,"ALDH4A1","8659"
"ENSG00000169991",333.516665634404,0.00514653678009331,0.102829378729109,0.0500492840052184,0.960083114547777,0.972622005925566,"IFFO2","126917"
